id,title,employer,category,location,salary_from,salary_to,salary_currency,work_type,remote,publish_date,expiration_date,job_url,source
15196,MS Dynamics 365 Finance and Operations Developer,SIA Trodo,Programming,Mārupes novads,4000,6000,EUR,,,,2026-02-21,https://www.likeit.lv/job/15196,likeit.lv
